Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.3098719,0.22683504,0.20471346,0.3314573,0.3117211,0.38511288,0.4566945,0.43948483,0.5242339,0.3437993,0.40720692,NaN,0.07561329,24014
