timestamp,cardinality
1,3.0
200,2.5707070707070705
400,2.3105263157894735
600,2.206703910614525
800,2.057142857142857
1000,2.120218579234973
1200,2.08187134502924
1400,2.2252747252747254
1600,2.5161290322580645
1800,2.566326530612245
2000,2.687179487179487
2200,2.71356783919598
2400,2.693467336683417
2600,2.4846938775510203
2800,2.421875
3000,2.590909090909091
