Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.8362621,0.5205653,0.004425148,0.9238202,0.7940691,0.8743667,0.830588,0.9609152,0.9264519,0.80266726,0.75463355,NaN,0.07570258,4630
