timestamp,cardinality
1,3.0
200,2.1139896373056994
400,1.6611570247933884
600,1.7606382978723405
800,1.8128342245989304
1000,1.8666666666666667
1200,1.907216494845361
1400,1.9285714285714286
1600,1.922680412371134
1800,1.9137055837563453
2000,1.9390862944162437
2200,1.8842105263157896
2400,1.9949238578680204
2600,2.122448979591837
2800,2.0876288659793816
3000,2.0463917525773194
