Classifier,Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM
MINAS-BR,30,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,31,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,32,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,33,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,34,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,35,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,36,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,37,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,38,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,39,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,40,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,41,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,42,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,43,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,44,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,45,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MINAS-BR,46,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UnkRM,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,6,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336
UnkRM,7,0.13333334,0.13333334,0.13333334,0.13333334,0.13333334,0.13333334,0.13333334,0.13333334,0.13333334,0.13333334,0.13333334
UnkRM,8,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667
UnkRM,9,0.1904762,0.1904762,0.1904762,0.1904762,0.1904762,0.1904762,0.1904762,0.1904762,0.1904762,0.1904762,0.1904762
UnkRM,10,0.22727273,0.22727273,0.22727273,0.22727273,0.22727273,0.22727273,0.22727273,0.22727273,0.22727273,0.22727273,0.22727273
UnkRM,11,0.26086956,0.26086956,0.26086956,0.26086956,0.26086956,0.26086956,0.26086956,0.26086956,0.26086956,0.26086956,0.26086956
UnkRM,12,0.29166666,0.29166666,0.29166666,0.29166666,0.29166666,0.29166666,0.29166666,0.29166666,0.29166666,0.29166666,0.29166666
UnkRM,13,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
UnkRM,14,0.32142857,0.32142857,0.32142857,0.32142857,0.32142857,0.32142857,0.32142857,0.32142857,0.32142857,0.32142857,0.32142857
UnkRM,15,0.3548387,0.3548387,0.3548387,0.3548387,0.3548387,0.3548387,0.3548387,0.3548387,0.3548387,0.3548387,0.3548387
UnkRM,16,0.37142858,0.37142858,0.37142858,0.37142858,0.37142858,0.37142858,0.37142858,0.37142858,0.37142858,0.37142858,0.37142858
UnkRM,17,0.3846154,0.3846154,0.3846154,0.3846154,0.3846154,0.3846154,0.3846154,0.3846154,0.3846154,0.3846154,0.3846154
UnkRM,18,0.39534885,0.39534885,0.39534885,0.39534885,0.39534885,0.39534885,0.39534885,0.39534885,0.39534885,0.39534885,0.39534885
UnkRM,19,0.40425533,0.40425533,0.40425533,0.40425533,0.40425533,0.40425533,0.40425533,0.40425533,0.40425533,0.40425533,0.40425533
UnkRM,20,0.4117647,0.4117647,0.4117647,0.4117647,0.4117647,0.4117647,0.4117647,0.4117647,0.4117647,0.4117647,0.4117647
UnkRM,21,0.4181818,0.4181818,0.4181818,0.4181818,0.4181818,0.4181818,0.4181818,0.4181818,0.4181818,0.4181818,0.4181818
UnkRM,22,0.42372882,0.42372882,0.42372882,0.42372882,0.42372882,0.42372882,0.42372882,0.42372882,0.42372882,0.42372882,0.42372882
UnkRM,23,0.42857143,0.42857143,0.42857143,0.42857143,0.42857143,0.42857143,0.42857143,0.42857143,0.42857143,0.42857143,0.42857143
UnkRM,24,0.43283582,0.43283582,0.43283582,0.43283582,0.43283582,0.43283582,0.43283582,0.43283582,0.43283582,0.43283582,0.43283582
UnkRM,25,0.43661973,0.43661973,0.43661973,0.43661973,0.43661973,0.43661973,0.43661973,0.43661973,0.43661973,0.43661973,0.43661973
UnkRM,26,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
UnkRM,27,0.443038,0.443038,0.443038,0.443038,0.443038,0.443038,0.443038,0.443038,0.443038,0.443038,0.443038
UnkRM,28,0.44578314,0.44578314,0.44578314,0.44578314,0.44578314,0.44578314,0.44578314,0.44578314,0.44578314,0.44578314,0.44578314
UnkRM,29,0.44827586,0.44827586,0.44827586,0.44827586,0.44827586,0.44827586,0.44827586,0.44827586,0.44827586,0.44827586,0.44827586
UnkRM,30,0.45054945,0.45054945,0.45054945,0.45054945,0.45054945,0.45054945,0.45054945,0.45054945,0.45054945,0.45054945,0.45054945
UnkRM,31,0.4526316,0.4526316,0.4526316,0.4526316,0.4526316,0.4526316,0.4526316,0.4526316,0.4526316,0.4526316,0.4526316
UnkRM,32,0.45454547,0.45454547,0.45454547,0.45454547,0.45454547,0.45454547,0.45454547,0.45454547,0.45454547,0.45454547,0.45454547
UnkRM,33,0.4563107,0.4563107,0.4563107,0.4563107,0.4563107,0.4563107,0.4563107,0.4563107,0.4563107,0.4563107,0.4563107
UnkRM,34,0.45794392,0.45794392,0.45794392,0.45794392,0.45794392,0.45794392,0.45794392,0.45794392,0.45794392,0.45794392,0.45794392
UnkRM,35,0.45945945,0.45945945,0.45945945,0.45945945,0.45945945,0.45945945,0.45945945,0.45945945,0.45945945,0.45945945,0.45945945
UnkRM,36,0.46086955,0.46086955,0.46086955,0.46086955,0.46086955,0.46086955,0.46086955,0.46086955,0.46086955,0.46086955,0.46086955
UnkRM,37,0.46218488,0.46218488,0.46218488,0.46218488,0.46218488,0.46218488,0.46218488,0.46218488,0.46218488,0.46218488,0.46218488
UnkRM,38,0.46341464,0.46341464,0.46341464,0.46341464,0.46341464,0.46341464,0.46341464,0.46341464,0.46341464,0.46341464,0.46341464
UnkRM,39,0.46456692,0.46456692,0.46456692,0.46456692,0.46456692,0.46456692,0.46456692,0.46456692,0.46456692,0.46456692,0.46456692
UnkRM,40,0.46564886,0.46564886,0.46564886,0.46564886,0.46564886,0.46564886,0.46564886,0.46564886,0.46564886,0.46564886,0.46564886
UnkRM,41,0.46666667,0.46666667,0.46666667,0.46666667,0.46666667,0.46666667,0.46666667,0.46666667,0.46666667,0.46666667,0.46666667
UnkRM,42,0.4676259,0.4676259,0.4676259,0.4676259,0.4676259,0.4676259,0.4676259,0.4676259,0.4676259,0.4676259,0.4676259
UnkRM,43,0.46853146,0.46853146,0.46853146,0.46853146,0.46853146,0.46853146,0.46853146,0.46853146,0.46853146,0.46853146,0.46853146
UnkRM,44,0.46938777,0.46938777,0.46938777,0.46938777,0.46938777,0.46938777,0.46938777,0.46938777,0.46938777,0.46938777,0.46938777
UnkRM,45,0.47019866,0.47019866,0.47019866,0.47019866,0.47019866,0.47019866,0.47019866,0.47019866,0.47019866,0.47019866,0.47019866
UnkRM,46,0.47096774,0.47096774,0.47096774,0.47096774,0.47096774,0.47096774,0.47096774,0.47096774,0.47096774,0.47096774,0.47096774
