Timestamp, NP, AssociatedClass, TimestampAssociation, windowAssociation 
253,NP1,,,
296,NP2,,,
304,NP3,,,
344,NP4,,,
359,NP5,,,
369,NP6,,,
374,NP7,,,
379,NP8,,,
379,NP9,,,
386,NP10,,,
386,NP11,,,
386,NP12,,,
390,NP13,,,
390,NP14,,,
406,NP15,,,
454,NP16,,,
524,NP17,,,
648,NP18,,,
985,NP19,,,
1359,NP20,,,
2121,NP21,,,
2123,NP22,,,
