timestamp,cardinality
1,3.0
200,3.685
400,1.94
600,2.093264248704663
800,2.1649484536082473
1000,2.279187817258883
1200,2.1464646464646466
1400,2.045685279187817
1600,2.1377551020408165
1800,2.07035175879397
2000,2.0969387755102042
2200,1.9639175257731958
2400,1.979899497487437
2600,2.0710659898477157
2800,2.01
3000,1.97979797979798
