Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRM,unk,removedUnk
1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0
2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1,0
3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857143,0,0
4,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0,0
5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30769232,0,0
6,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3125,0,0
7,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36842105,1,0
8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39130434,0,0
9,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4074074,0,0
10,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.44827586,2,0
11,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48387095,2,0
12,0.8888889,0.8888889,0.11111111,0.8888889,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5151515,0,0
13,0.8,0.8,0.2,0.8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54285717,0,0
14,0.8181818,0.8181818,0.18181819,0.8181818,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53846157,0,0
15,0.82608694,0.82608694,0.17391305,0.82608694,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55813956,1,0
16,0.84,0.84,0.16,0.84,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5625,0,0
17,0.8518519,0.8518519,0.14814815,0.8518519,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5660377,0,0
18,0.86206895,0.86206895,0.13793103,0.86206895,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5689655,0,0
19,0.87096775,0.87096775,0.12903225,0.87096775,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714286,0,0
20,0.8787879,0.8787879,0.121212125,0.8787879,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5735294,0,0
21,0.8857143,0.8857143,0.114285715,0.8857143,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5753425,0,0
22,0.8918919,0.8918919,0.10810811,0.8918919,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5769231,0,0
23,0.8974359,0.8974359,0.102564104,0.8974359,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57831323,0,0
24,0.9,0.9,0.1,0.9,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.59090906,1,0
25,0.902439,0.902439,0.09756097,0.902439,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.60638297,1,0
26,0.90697676,0.90697676,0.093023255,0.90697676,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6138614,0,0
27,0.9111111,0.9111111,0.08888889,0.9111111,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6203704,0,0
28,0.9148936,0.9148936,0.08510638,0.9148936,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62608695,0,0
29,0.9183673,0.9183673,0.08163265,0.9183673,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63114756,0,0
30,0.92156863,0.92156863,0.078431375,0.92156863,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6356589,0,0
31,0.9245283,0.9245283,0.0754717,0.9245283,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6397059,0,0
32,0.92727274,0.92727274,0.07272727,0.92727274,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6433566,0,0
33,0.9285714,0.9285714,0.071428575,0.9285714,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6533333,1,0
34,0.9310345,0.9310345,0.06896552,0.9310345,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65822786,0,0
35,0.93333334,0.93333334,0.06666667,0.93333334,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6626506,0,0
36,0.93442625,0.93442625,0.06557377,0.93442625,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67241377,1,0
37,0.93442625,0.93442625,0.06557377,0.93442625,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6885246,2,0
38,0.93650794,0.93650794,0.06349207,0.93650794,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6958763,0,0
39,0.93846154,0.93846154,0.06153846,0.93846154,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.702439,0,0
40,0.9402985,0.9402985,0.05970149,0.9402985,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7083333,0,0
41,0.942029,0.942029,0.057971016,0.942029,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71365637,0,0
42,0.94285715,0.94285715,0.057142857,0.94285715,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7226891,1,0
43,0.9444444,0.9444444,0.055555556,0.9444444,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.728,0,0
44,0.94520545,0.94520545,0.05479452,0.94520545,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7366412,1,0
45,0.94666666,0.94666666,0.053333335,0.94666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7418182,0,0
46,0.9480519,0.9480519,0.051948052,0.9480519,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7465278,0,0
