Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.83996737,0.52049947,0.002610566,0.9057055,0.814763,0.88075775,0.8295304,0.94322455,0.8890092,0.826427,0.7788925,NaN,0.061535805,3667
