timestamp,threshold,averOut,label
0,1.1092292550867068E-4,0.9942440440134561,0
0,1.105680282018742E-4,0.9910629655132209,0
0,1.0901596127030051E-4,0.9771512038503287,0
0,1.1045255093441459E-4,0.9900278991834774,0
0,1.1075244494224474E-4,0.9927159623566503,0
0,1.105127990715011E-4,0.9905679259740302,0
0,1.1002729180668485E-4,0.9862161411274334,0
0,1.0962085758222062E-4,0.982573117783939,0
0,1.0972368517607285E-4,0.9834948003151108,0
0,1.1067973280550339E-4,0.9920642160332365,0
0,1.0985548777272036E-4,0.9846761967315987,0
0,1.101918398802339E-4,0.9876910476116412,0
0,1.1001429838900602E-4,0.9860996762210192,0
0,1.1018289806507575E-4,0.987610898747708,0
0,1.1030729289066089E-4,0.9887258965164466,0
0,1.0966760912326222E-4,0.9829921694904812,0
0,1.1083908901899893E-4,0.9934925859163595,0
0,1.1074552320455664E-4,0.9926539202094652,0
0,1.1101313781897535E-4,0.9950526509971414,0
0,1.1018793912223963E-4,0.9876560836455796,0
0,1.1045896937013878E-4,0.9900854300452123,0
0,1.1105939959673479E-4,0.9954673127705472,0
0,1.097105856965864E-4,0.9833773847366867,0
0,1.1010413745785066E-4,0.9869049377006357,0
0,1.104221846083801E-4,0.9897557143428785,0
0,1.1087796608226311E-4,0.9938410557067288,0
0,1.1022906681583848E-4,0.9880247266850338,0
0,1.1038653988888881E-4,0.9894362172696429,0
0,1.1063557427339467E-4,0.9916684064443698,0
0,1.1077508957791553E-4,0.9929189347723281,0
0,1.1057718657196767E-4,0.9911450554407679,0
0,1.1058632490335968E-4,0.991226965753871,0
0,1.1004092510345314E-4,0.9863383415116189,0
0,1.10247385770865E-4,0.9881889263925707,0
0,1.1078987329122326E-4,0.9930514467741276,0
0,1.107541737902639E-4,0.992731458673919,0
0,1.1048752381189513E-4,0.9903413742832153,0
0,1.1038668401892833E-4,0.9894375091615822,0
0,1.1059063521591929E-4,0.991265600712069,0
0,1.087369830030585E-4,0.9746506163537171,0
0,1.0964012206454955E-4,0.9827457926095325,0
0,1.0940898252659412E-4,0.9806740016980113,0
0,1.1080965992953076E-4,0.9932288018808204,0
0,1.1042978542824021E-4,0.9898238433598592,0
0,1.0965094968304323E-4,0.9828428446404704,0
0,1.1078976523235315E-4,0.993050478201693,0
0,1.1035675202489429E-4,0.9891692174026214,0
0,1.1056911260904988E-4,0.9910726854639954,0
0,1.1037280955547172E-4,0.9893131471093523,0
0,1.0891836046285351E-4,0.9762763709783134,0
0,1.1010483201968916E-4,0.9869111633205241,0
0,1.1071755767124264E-4,0.9924032545800869,0
0,1.1063473451055741E-4,0.9916608793331302,0
0,1.1075210813433117E-4,0.9927129434202085,0
0,1.1081041096181787E-4,0.993235533666652,0
0,1.1083674733772803E-4,0.9934715965433701,0
0,1.1038323114903298E-4,0.9894065597855857,0
0,1.0998443288280062E-4,0.9858319804175594,0
0,1.1037596035850486E-4,0.9893413889460617,0
0,1.1055184856209818E-4,0.9909179412956589,0
0,1.0986087443032983E-4,0.9847244793766947,0
0,1.109369746650273E-4,0.9943699719040786,0
0,1.1066728749394483E-4,0.9919526640088354,0
0,1.1029583703022527E-4,0.9886232133158824,0
0,1.104897266938098E-4,0.9903611195451915,0
0,1.1099426302903696E-4,0.9948834691315154,0
0,1.1045743625827316E-4,0.9900716881849593,0
0,1.1096803513683342E-4,0.9946483786352017,0
0,1.0962981859697218E-4,0.9826534387410738,0
0,1.0966628188945499E-4,0.9829802729929645,0
0,1.1062547613794899E-4,0.9915778930453005,0
0,1.1061652365683407E-4,0.9914976485783714,0
0,1.0997826234821899E-4,0.985776671587324,0
0,1.110310725616508E-4,0.9952134068643727,0
0,1.1041478893495119E-4,0.9896894241307834,0
0,1.107651812728889E-4,0.9928301228949472,0
0,1.1053084112808534E-4,0.9907296437363267,0
0,1.0993459093318313E-4,0.985385228212621,0
0,1.0928731865339097E-4,0.979583482486143,0
0,1.1087398329051435E-4,0.9938053564411659,0
0,1.1085921211750264E-4,0.9936729568427722,0
0,1.1050652003548592E-4,0.9905116446044973,0
