Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRM,unk,removedUnk
1,0.9813817,0.90163934,0.0,0.98224044,0.9849727,0.9762712,0.9744858,0.972973,0.9682251,0.97959185,0.9808279,0.0,0,0
2,0.97063476,0.8595041,0.0,0.9595042,0.99242425,0.9707865,0.9632782,0.9557522,0.93756235,0.98630136,0.9904445,0.0044444446,1,0
3,0.96618,0.83425415,0.0,0.95248634,0.9921732,0.9677778,0.96084166,0.94776934,0.9317821,0.98864925,0.99177206,0.00909091,1,0
4,0.97007424,0.8553719,0.0,0.9591599,0.9920799,0.96836495,0.96613526,0.94784874,0.9424267,0.98978895,0.9910676,0.0106382985,0,0
5,0.9732072,0.8712871,0.0,0.9627064,0.9936744,0.9698715,0.9699567,0.9496746,0.9481374,0.9909461,0.99280393,0.012280702,0,0
6,0.9730659,0.8681319,0.0,0.96208787,0.9938187,0.97064394,0.9695739,0.95054096,0.94721967,0.9916156,0.9930088,0.013432836,0,0
7,0.9745003,0.88,0.0,0.964,0.99470586,0.9716513,0.97203946,0.951863,0.9510037,0.9922798,0.99402684,0.014102565,0,0
8,0.9714758,0.87216496,0.0,0.95979375,0.9946735,0.9718478,0.96967894,0.9518592,0.946453,0.9926939,0.9940735,0.015384616,1,0
9,0.9713308,0.87362635,0.0,0.96138585,0.99297917,0.9720736,0.9698445,0.9523194,0.94870126,0.9926647,0.99195176,0.016346153,0,0
10,0.9649741,0.8694215,0.0,0.9549862,0.9867217,0.97200745,0.9676985,0.95264953,0.9483594,0.99216837,0.98784274,0.01585903,2,0
11,0.96540076,0.8693694,0.0,0.95465463,0.98793787,0.9718936,0.9671053,0.9526326,0.9462201,0.99194944,0.9889334,0.015199999,0,0
12,0.9660594,0.869326,0.0,0.95508945,0.9886748,0.9718411,0.9676697,0.95265687,0.94685364,0.9918139,0.98942167,0.014705883,0,0
13,0.9654603,0.8640407,0.0,0.9533462,0.98953825,0.9716787,0.96724904,0.95235395,0.9451963,0.9918039,0.9903554,0.014521453,1,0
14,0.9651577,0.8620283,0.0,0.9531251,0.9895047,0.9714912,0.96690476,0.9520447,0.9446478,0.99174875,0.990236,0.014723927,0,0
15,0.96617913,0.86358637,0.0,0.954034,0.990209,0.9713926,0.9675968,0.95183116,0.94533694,0.99177486,0.9909304,0.014730878,0,0
