shortTermMemoryLimit,windowsSize,threshold,k_ini,F1M,precision,recall,subsetAccuracy,NP,unk,unkRemoved
0.1,200,1.1,0.01,0.56610584,0.45926714,0.5474358,0.034006305,23,149,54
0.1,200,1.1,0.05,0.41087812,0.28503042,0.34522536,0.012155351,29,143,36
0.1,200,1.1,0.1,0.35202828,0.21100032,0.28224334,0.0073016644,22,104,16
