Classifier,Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM
MINAS-BR,45,0.4680532,0.11515843,0.18271363,0.6037805,0.42101339,0.59766847,0.71234596,0.9379145,0.9085453,0.43856928,0.5858354
MINAS-BR,46,0.47053105,0.11397336,0.17872445,0.6105052,0.4215624,0.59624577,0.71099436,0.936892,0.91129863,0.4372612,0.58287734
MINAS-BR,47,0.47270954,0.11271724,0.17500032,0.61660194,0.42193237,0.59491473,0.7093823,0.9359034,0.9133295,0.43604526,0.579892
MINAS-BR,48,0.47472963,0.11140035,0.17144743,0.62231815,0.42222643,0.5936678,0.70748556,0.934948,0.9147013,0.43491328,0.5768145
MINAS-BR,49,0.47655645,0.11030569,0.16797853,0.62758017,0.42246372,0.59249383,0.7054604,0.9340079,0.9155803,0.43385682,0.5737813
MINAS-BR,50,0.4783761,0.109226525,0.16453305,0.6327248,0.42268762,0.59138626,0.7035822,0.9330761,0.9161112,0.43287033,0.57109386
UnkRM,1,0.0057179476,0.0057179476,0.0057179476,0.0057179476,0.0057179476,0.0057179476,0.0057179476,0.0057179476,0.0057179476,0.0057179476,0.0057179476
UnkRM,2,0.0083213635,0.0083213635,0.0083213635,0.0083213635,0.0083213635,0.0083213635,0.0083213635,0.0083213635,0.0083213635,0.0083213635,0.0083213635
UnkRM,3,0.0108291255,0.0108291255,0.0108291255,0.0108291255,0.0108291255,0.0108291255,0.0108291255,0.0108291255,0.0108291255,0.0108291255,0.0108291255
UnkRM,4,0.013920553,0.013920553,0.013920553,0.013920553,0.013920553,0.013920553,0.013920553,0.013920553,0.013920553,0.013920553,0.013920553
UnkRM,5,0.014695935,0.014695935,0.014695935,0.014695935,0.014695935,0.014695935,0.014695935,0.014695935,0.014695935,0.014695935,0.014695935
UnkRM,6,0.012608039,0.012608039,0.012608039,0.012608039,0.012608039,0.012608039,0.012608039,0.012608039,0.012608039,0.012608039,0.012608039
UnkRM,7,0.0117892185,0.0117892185,0.0117892185,0.0117892185,0.0117892185,0.0117892185,0.0117892185,0.0117892185,0.0117892185,0.0117892185,0.0117892185
UnkRM,8,0.011114118,0.011114118,0.011114118,0.011114118,0.011114118,0.011114118,0.011114118,0.011114118,0.011114118,0.011114118,0.011114118
UnkRM,9,0.010684458,0.010684458,0.010684458,0.010684458,0.010684458,0.010684458,0.010684458,0.010684458,0.010684458,0.010684458,0.010684458
UnkRM,10,0.010652148,0.010652148,0.010652148,0.010652148,0.010652148,0.010652148,0.010652148,0.010652148,0.010652148,0.010652148,0.010652148
UnkRM,11,0.011071685,0.011071685,0.011071685,0.011071685,0.011071685,0.011071685,0.011071685,0.011071685,0.011071685,0.011071685,0.011071685
UnkRM,12,0.011203129,0.011203129,0.011203129,0.011203129,0.011203129,0.011203129,0.011203129,0.011203129,0.011203129,0.011203129,0.011203129
UnkRM,13,0.011922895,0.011922895,0.011922895,0.011922895,0.011922895,0.011922895,0.011922895,0.011922895,0.011922895,0.011922895,0.011922895
UnkRM,14,0.012113727,0.012113727,0.012113727,0.012113727,0.012113727,0.012113727,0.012113727,0.012113727,0.012113727,0.012113727,0.012113727
UnkRM,15,0.01274323,0.01274323,0.01274323,0.01274323,0.01274323,0.01274323,0.01274323,0.01274323,0.01274323,0.01274323,0.01274323
UnkRM,16,0.012477119,0.012477119,0.012477119,0.012477119,0.012477119,0.012477119,0.012477119,0.012477119,0.012477119,0.012477119,0.012477119
UnkRM,17,0.013686997,0.013686997,0.013686997,0.013686997,0.013686997,0.013686997,0.013686997,0.013686997,0.013686997,0.013686997,0.013686997
UnkRM,18,0.013425773,0.013425773,0.013425773,0.013425773,0.013425773,0.013425773,0.013425773,0.013425773,0.013425773,0.013425773,0.013425773
UnkRM,19,0.014112391,0.014112391,0.014112391,0.014112391,0.014112391,0.014112391,0.014112391,0.014112391,0.014112391,0.014112391,0.014112391
UnkRM,20,0.013714297,0.013714297,0.013714297,0.013714297,0.013714297,0.013714297,0.013714297,0.013714297,0.013714297,0.013714297,0.013714297
UnkRM,21,0.013458241,0.013458241,0.013458241,0.013458241,0.013458241,0.013458241,0.013458241,0.013458241,0.013458241,0.013458241,0.013458241
UnkRM,22,0.013335744,0.013335744,0.013335744,0.013335744,0.013335744,0.013335744,0.013335744,0.013335744,0.013335744,0.013335744,0.013335744
UnkRM,23,0.013375546,0.013375546,0.013375546,0.013375546,0.013375546,0.013375546,0.013375546,0.013375546,0.013375546,0.013375546,0.013375546
UnkRM,24,0.013810096,0.013810096,0.013810096,0.013810096,0.013810096,0.013810096,0.013810096,0.013810096,0.013810096,0.013810096,0.013810096
UnkRM,25,0.01357148,0.01357148,0.01357148,0.01357148,0.01357148,0.01357148,0.01357148,0.01357148,0.01357148,0.01357148,0.01357148
UnkRM,26,0.013088304,0.013088304,0.013088304,0.013088304,0.013088304,0.013088304,0.013088304,0.013088304,0.013088304,0.013088304,0.013088304
UnkRM,27,0.012705208,0.012705208,0.012705208,0.012705208,0.012705208,0.012705208,0.012705208,0.012705208,0.012705208,0.012705208,0.012705208
UnkRM,28,0.012404293,0.012404293,0.012404293,0.012404293,0.012404293,0.012404293,0.012404293,0.012404293,0.012404293,0.012404293,0.012404293
UnkRM,29,0.012250995,0.012250995,0.012250995,0.012250995,0.012250995,0.012250995,0.012250995,0.012250995,0.012250995,0.012250995,0.012250995
UnkRM,30,0.012125002,0.012125002,0.012125002,0.012125002,0.012125002,0.012125002,0.012125002,0.012125002,0.012125002,0.012125002,0.012125002
UnkRM,31,0.012211705,0.012211705,0.012211705,0.012211705,0.012211705,0.012211705,0.012211705,0.012211705,0.012211705,0.012211705,0.012211705
UnkRM,32,0.0120749045,0.0120749045,0.0120749045,0.0120749045,0.0120749045,0.0120749045,0.0120749045,0.0120749045,0.0120749045,0.0120749045,0.0120749045
UnkRM,33,0.012227453,0.012227453,0.012227453,0.012227453,0.012227453,0.012227453,0.012227453,0.012227453,0.012227453,0.012227453,0.012227453
UnkRM,34,0.012186446,0.012186446,0.012186446,0.012186446,0.012186446,0.012186446,0.012186446,0.012186446,0.012186446,0.012186446,0.012186446
UnkRM,35,0.012272552,0.012272552,0.012272552,0.012272552,0.012272552,0.012272552,0.012272552,0.012272552,0.012272552,0.012272552,0.012272552
UnkRM,36,0.012353156,0.012353156,0.012353156,0.012353156,0.012353156,0.012353156,0.012353156,0.012353156,0.012353156,0.012353156,0.012353156
UnkRM,37,0.012423143,0.012423143,0.012423143,0.012423143,0.012423143,0.012423143,0.012423143,0.012423143,0.012423143,0.012423143,0.012423143
UnkRM,38,0.012476867,0.012476867,0.012476867,0.012476867,0.012476867,0.012476867,0.012476867,0.012476867,0.012476867,0.012476867,0.012476867
UnkRM,39,0.01404874,0.01404874,0.01404874,0.01404874,0.01404874,0.01404874,0.01404874,0.01404874,0.01404874,0.01404874,0.01404874
UnkRM,40,0.012828037,0.012828037,0.012828037,0.012828037,0.012828037,0.012828037,0.012828037,0.012828037,0.012828037,0.012828037,0.012828037
UnkRM,41,0.012052364,0.012052364,0.012052364,0.012052364,0.012052364,0.012052364,0.012052364,0.012052364,0.012052364,0.012052364,0.012052364
UnkRM,42,0.011792279,0.011792279,0.011792279,0.011792279,0.011792279,0.011792279,0.011792279,0.011792279,0.011792279,0.011792279,0.011792279
UnkRM,43,0.011568082,0.011568082,0.011568082,0.011568082,0.011568082,0.011568082,0.011568082,0.011568082,0.011568082,0.011568082,0.011568082
UnkRM,44,0.011564945,0.011564945,0.011564945,0.011564945,0.011564945,0.011564945,0.011564945,0.011564945,0.011564945,0.011564945,0.011564945
UnkRM,45,0.011872293,0.011872293,0.011872293,0.011872293,0.011872293,0.011872293,0.011872293,0.011872293,0.011872293,0.011872293,0.011872293
UnkRM,46,0.012237599,0.012237599,0.012237599,0.012237599,0.012237599,0.012237599,0.012237599,0.012237599,0.012237599,0.012237599,0.012237599
UnkRM,47,0.012653343,0.012653343,0.012653343,0.012653343,0.012653343,0.012653343,0.012653343,0.012653343,0.012653343,0.012653343,0.012653343
UnkRM,48,0.013017828,0.013017828,0.013017828,0.013017828,0.013017828,0.013017828,0.013017828,0.013017828,0.013017828,0.013017828,0.013017828
UnkRM,49,0.012900682,0.012900682,0.012900682,0.012900682,0.012900682,0.012900682,0.012900682,0.012900682,0.012900682,0.012900682,0.012900682
UnkRM,50,0.012990882,0.012990882,0.012990882,0.012990882,0.012990882,0.012990882,0.012990882,0.012990882,0.012990882,0.012990882,0.012990882
