Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.49213326,0.1538139,0.22214167,0.57486844,0.473673,0.6720063,0.7073653,0.9623385,0.9273983,0.5204439,0.57412565,NaN,0.012293649,6339
