Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.76249975,0.5465722,0.0,0.8240504,0.76188433,0.8253226,0.7669664,0.8823526,0.8112872,0.775361,0.7282443,NaN,0.12590818,7269
