Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.15761207,0.051758528,0.6685044,0.1993366,0.1409278,0.19266324,0.3797348,0.8759909,0.88705736,0.10872844,0.26040265,NaN,0.14891146,3761
