timestamp,evaluationWindow,nExamples,radius,silhouette,threshold,averOut,label
298,4,5.0,0.02944826691956601,1.0,0.0,0.9874153551465763,NP1
340,5,4.0,0.055785513663586396,1.0,0.0,0.9750671567688755,NP2
361,5,4.0,0.04570146032366205,0.05588368528419592,0.0,0.9788593627877047,NP3
361,5,8.0,0.006788942860527947,-1.0,4.0658968532030946E-4,0.0,NP3
361,5,4.0,0.05599636662425234,1.0,0.0,0.9758178393070103,NP4
361,5,4.0,0.05503976725059693,1.0,0.0,0.9734247060511968,NP5
361,5,4.0,0.04977174950590819,1.0,0.0,0.9770262017590724,NP6
382,6,4.0,0.07431956066764886,1.0,0.0,0.9669498653945449,NP7
403,6,4.0,0.07158154068081629,1.0,0.0,0.9648847008940629,NP8
403,6,5.0,0.05424665925815221,1.0,0.0,0.9747703249991513,NP9
403,6,4.0,0.04844368744096169,1.0,0.0,0.9767638782009629,NP10
448,7,5.0,0.06609293021016642,1.0,0.0,0.9678226730317583,NP11
448,7,4.0,0.05081111431499319,1.0,0.0,0.976900448030838,NP12
448,7,4.0,0.05441939436448694,1.0,0.0,0.9743889699440044,NP13
448,7,4.0,0.060013700492812065,0.30693201419507,0.0,0.9740926479461757,NP14
448,7,10.0,0.03598763112842707,-1.0,1.7736865044334842E-6,0.0,NP14
448,7,4.0,0.029431732033945255,1.0,0.0,0.9874085131555373,NP15
472,7,5.0,0.06606254158842341,1.0,0.0,0.973253343924209,NP16
472,7,6.0,0.06913232288181716,1.0,0.0,0.9683961826340494,NP17
494,8,4.0,0.07421122885863857,1.0,0.0,0.967566532329193,NP18
525,8,4.0,0.04775244177949019,1.0,0.0,0.97868846219617,NP19
525,8,4.0,0.06173061188685321,1.0,0.0,0.9709136745839747,NP20
558,9,4.0,0.0529252165299878,1.0,0.0,0.973940660981955,NP21
558,9,4.0,0.07585650205452843,0.2199851298447627,0.0,0.9635911824649754,NP22
558,9,12.0,0.034185630111851,-1.0,1.2588694236401716E-4,0.0,NP22
580,9,4.0,0.060679371001888964,1.0,0.0,0.9735145868328847,NP23
580,9,4.0,0.06600043528531505,1.0,0.0,0.9702316779594645,NP24
651,10,4.0,0.024986113533576743,1.0,0.0,0.9884411501149594,NP25
651,10,4.0,0.033923114656224614,1.0,0.0,0.9847041480368169,NP26
702,11,4.0,0.070213802092137,1.0,0.0,0.9697832379292205,NP27
816,13,4.0,0.05145964498049447,1.0,0.0,0.9750171042221536,NP28
816,13,4.0,0.08657378982554963,0.07945125462306692,0.0,0.9644021545088741,NP29
816,13,8.0,0.02608958554679486,-1.0,0.0,0.0,NP29
849,13,4.0,0.08448194492434714,1.0,0.0,0.9665046498902907,NP30
925,15,4.0,0.045698293043589,1.0,0.0,0.9799561685975154,NP31
979,16,4.0,0.04103210021391585,1.0,0.0,0.9809974331078769,NP32
1047,17,6.0,0.09987422101660215,1.0,0.0,0.9589073790836528,NP33
1094,17,4.0,0.10002185531888225,1.0,0.0,0.9594214727505608,NP34
1287,21,5.0,0.07469452552265113,1.0,0.0,0.9646047456990228,NP35
1324,21,4.0,0.053927794324611394,1.0,0.0,0.9740823919729182,NP36
1347,22,5.0,0.022103637361716753,1.0,0.0,0.9895543712202096,NP37
1347,22,4.0,0.061407914366755065,1.0,0.0,0.9711201680721209,NP38
1553,25,4.0,0.04537352774411236,1.0,0.0,0.9798637010378745,NP39
1553,25,8.0,0.0856648334322848,1.0,0.0,0.9671937505720393,NP40
2000,32,7.0,0.08461403898163074,0.03248760743589322,0.0,0.9626669191948757,NP41
2000,32,15.0,0.014144708814317442,-1.0,0.0,0.0,NP41
2000,32,4.0,0.05417050928481998,1.0,0.0,0.9741253721165479,NP42
2597,42,5.0,0.06706910785358809,1.0,0.0,0.9704444322959416,NP43
2781,45,4.0,0.07113733067899318,1.0,0.0,0.9675464890895087,NP44
2781,45,5.0,0.09137518701223489,1.0,0.0,0.9601391843699542,NP45
2949,48,4.0,0.07609174386240747,1.0,0.0,0.9661755903040542,NP46
2949,48,4.0,0.04862554395936171,1.0,0.0,0.9768333181747977,NP47
