timestamp,cardinality
1,3.0
200,3.715
400,2.6940298507462686
600,1.5375722543352601
800,1.4593023255813953
1000,1.6538461538461537
1200,1.60989010989011
1400,1.6574585635359116
1600,1.5243243243243243
1800,1.6578947368421053
2000,1.763157894736842
2200,1.7409326424870466
2400,1.8306878306878307
2600,1.7696335078534031
2800,1.618279569892473
3000,1.693121693121693
