Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.26734436,0.0024238422,0.14212848,0.27200145,0.31248286,0.44862396,0.38129362,0.5683291,0.5968747,0.40456608,0.31554446,NaN,0.36720955,266
