timestamp,cardinality
1,3.0
200,2.648241206030151
400,2.61
600,2.66
800,2.6683417085427137
1000,2.5888324873096447
1200,2.4256410256410255
1400,2.616580310880829
1600,2.4615384615384617
1800,2.5816326530612246
2000,2.5706806282722514
2200,2.66839378238342
2400,2.545918367346939
2600,2.536082474226804
2800,2.4895833333333335
3000,2.56020942408377
