Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.8072381,0.630783,0.0,0.8465301,0.8185128,0.87048155,0.8168258,0.8918898,0.8449388,0.8506886,0.7925843,NaN,0.09916101,6658
