Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRM,unk,removedUnk
1,0.59392405,0.016393442,0.032786883,0.49808744,0.7978142,0.62631583,0.6481365,0.5107296,0.5357202,0.8095238,0.82026136,0.0,0,0
2,0.5830668,0.008196721,0.016393442,0.4851092,0.7950818,0.619842,0.6381676,0.5042857,0.525768,0.8041002,0.8116926,0.0,0,0
3,0.598304,0.0054644807,0.010928961,0.49836048,0.807377,0.6270223,0.6543838,0.5110478,0.5393072,0.811086,0.83189166,0.0,0,0
4,0.56383747,0.012448133,0.008298756,0.5058781,0.73201907,0.61933047,0.6255429,0.51365876,0.54017097,0.77974164,0.7429658,0.0037606838,3,0
5,0.5407547,0.027027028,0.013513514,0.5200449,0.6683554,0.6096696,0.6034629,0.51709944,0.5455862,0.7426103,0.6750759,0.01882399,6,0
6,0.529044,0.028089888,0.014044944,0.5221442,0.6360015,0.60197634,0.594537,0.5211502,0.5516207,0.71247566,0.64469445,0.03053474,1,0
7,0.5196032,0.029268293,0.014634146,0.52052855,0.61747926,0.5961762,0.59027135,0.5250233,0.5571604,0.6896383,0.62756646,0.0407406,7,0
8,0.5177146,0.032258064,0.012903226,0.5155916,0.61232936,0.59233797,0.59050643,0.5281806,0.5603728,0.67423666,0.6240651,0.059034407,6,0
9,0.5230954,0.036679536,0.019305019,0.5218792,0.6133844,0.5901214,0.5934109,0.5317841,0.5682151,0.66283524,0.6209449,0.074265614,8,0
10,0.5196276,0.040139616,0.020942409,0.5236186,0.60299563,0.5880886,0.59102225,0.53533477,0.5732071,0.6523762,0.6099802,0.089416,6,8
11,0.514526,0.044515103,0.0190779,0.52853745,0.5861418,0.5859525,0.58460695,0.53890896,0.5763732,0.6419948,0.59307927,0.10643904,5,0
12,0.5084536,0.045454547,0.02052786,0.52612424,0.57595295,0.5835662,0.5801634,0.5420133,0.5794735,0.6320192,0.5808551,0.1223561,8,0
13,0.49778795,0.043301757,0.023004059,0.5140281,0.56382483,0.5811789,0.5771204,0.54461,0.58210325,0.62301224,0.5722221,0.12491514,4,0
14,0.49804842,0.041509435,0.02264151,0.5143188,0.56425565,0.5794106,0.5787556,0.5469708,0.58406585,0.61594105,0.57354105,0.12447951,5,4
15,0.4927318,0.042402826,0.023557127,0.50832367,0.5578129,0.57762945,0.57638323,0.5491008,0.5858939,0.609285,0.56717646,0.12710246,7,0
16,0.49525988,0.0440044,0.02310231,0.5076826,0.5635679,0.57661015,0.58049524,0.55121356,0.5885963,0.60446,0.5726142,0.12654847,1,0
17,0.4919498,0.041450776,0.023834197,0.50131273,0.5614333,0.5756447,0.5792435,0.5529952,0.5880393,0.6002286,0.57070696,0.12830482,5,6
18,0.48920587,0.039100684,0.025415445,0.49576417,0.5607199,0.5747938,0.5789112,0.55453193,0.5882743,0.59659255,0.5698414,0.13107385,3,0
19,0.48095715,0.037071362,0.03429101,0.48612913,0.55139,0.57345873,0.57344484,0.55559397,0.5866326,0.5925106,0.560837,0.1323361,5,0
20,0.4727439,0.036939315,0.03869833,0.478496,0.54099953,0.5720413,0.5695317,0.556701,0.5879889,0.588251,0.55219805,0.13076225,3,2
