timestamp,cardinality
1,3.0
200,3.86
400,1.9945945945945946
600,2.533333333333333
800,2.1373626373626373
1000,2.752688172043011
1200,2.5698924731182795
1400,2.668421052631579
1600,2.521276595744681
1800,2.5255102040816326
2000,2.5103092783505154
2200,2.484375
2400,2.4123711340206184
2600,2.3367875647668392
2800,2.476923076923077
3000,2.4153846153846152
