Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.83627677,0.52058405,0.00442514,0.9238192,0.79408735,0.8743839,0.83060074,0.9609168,0.9264526,0.80269504,0.75465417,NaN,0.07570176,4628
