timestamp,cardinality
1,3.0
200,2.557788944723618
400,2.0479041916167664
600,1.6666666666666667
800,1.5963855421686748
1000,1.7891891891891891
1200,1.8277777777777777
1400,1.8128342245989304
1600,1.8473684210526315
1800,1.6451612903225807
2000,1.7447916666666667
2200,1.673913043478261
2400,1.6855670103092784
2600,1.7486910994764397
2800,1.6852791878172588
3000,1.6544502617801047
