Classifier,Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM
MINAS-BR,18,0.5589583,0.3505263,0.042105265,0.61487675,0.5463339,0.8013765,0.68709797,0.9505352,0.94594014,0.69268054,0.53947794
MINAS-BR,19,0.5387009,0.33234128,0.048611112,0.5919639,0.5268026,0.7894872,0.6711356,0.950458,0.9454241,0.67514384,0.5202109
MINAS-BR,20,0.52764165,0.32518798,0.05263158,0.5785084,0.51669824,0.77838796,0.66364574,0.95044273,0.94688225,0.6590778,0.5108404
MINAS-BR,21,0.5097759,0.31071427,0.058035713,0.55836266,0.4994941,0.76741606,0.6483992,0.9503905,0.9463625,0.64352167,0.49313504
MINAS-BR,22,0.49956903,0.2951654,0.061068702,0.5483032,0.48866293,0.75715697,0.6406207,0.95040727,0.94711256,0.62921584,0.48399633
MINAS-BR,23,0.4843857,0.28167877,0.065375306,0.5328486,0.47327152,0.74705184,0.62594086,0.9504784,0.9479292,0.615351,0.46723318
MINAS-BR,24,0.4715399,0.27062452,0.07170393,0.51865786,0.4608455,0.7372154,0.61479986,0.9505147,0.9478036,0.60210145,0.4549548
MINAS-BR,25,0.45961636,0.25958702,0.0759587,0.5056409,0.44952047,0.7277034,0.6045016,0.95056665,0.948061,0.5894946,0.4437096
MINAS-BR,26,0.4473067,0.24929178,0.08144476,0.4923152,0.43747613,0.7184336,0.59413064,0.950616,0.9480796,0.57740575,0.43261963
MINAS-BR,27,0.4349663,0.23978202,0.08719346,0.47943848,0.42510185,0.7093838,0.58234614,0.95061976,0.94687855,0.565802,0.42047158
MINAS-BR,28,0.4244849,0.23263434,0.08781127,0.46815133,0.4149515,0.7006956,0.57349145,0.95061964,0.9467274,0.55482775,0.41132966
MINAS-BR,29,0.41359565,0.22411616,0.09343434,0.4572699,0.40396622,0.6920931,0.56314975,0.95061916,0.94659406,0.5441174,0.40079612
MINAS-BR,30,0.40391698,0.21667682,0.09799148,0.44653,0.39483613,0.6837218,0.5532007,0.95059115,0.9458135,0.5338488,0.39092532
MINAS-BR,31,0.39324462,0.20916569,0.10105758,0.43575132,0.38393983,0.6754926,0.54247165,0.9505313,0.9449711,0.52390057,0.38043132
MINAS-BR,32,0.38630795,0.20386145,0.10562181,0.42809886,0.3771998,0.66752833,0.535044,0.95048034,0.9451903,0.5143959,0.37313122
MINAS-BR,33,0.37745973,0.19746974,0.112761274,0.4184811,0.36849025,0.65966636,0.52511704,0.95038104,0.9439737,0.50514585,0.36372587
MINAS-BR,34,0.37044522,0.1924307,0.116204694,0.4111844,0.36131757,0.6520003,0.5176343,0.9503101,0.9445195,0.4962299,0.35650724
MINAS-BR,35,0.36376077,0.1879855,0.120145,0.40352938,0.35503975,0.6445553,0.51022744,0.9502195,0.94407684,0.48767972,0.34957886
MINAS-BR,36,0.35676342,0.18268746,0.12229492,0.39702156,0.34767565,0.63733804,0.5030183,0.9501303,0.943761,0.4794864,0.34288755
MINAS-BR,37,0.35121778,0.17857143,0.12328767,0.39059773,0.3425871,0.63037837,0.4970662,0.95002764,0.9433171,0.47167662,0.33743656
MINAS-BR,38,0.34419644,0.17347908,0.12595057,0.38282558,0.3357484,0.6235786,0.4897952,0.9499079,0.9425257,0.4641318,0.33086723
MINAS-BR,39,0.33742005,0.16874711,0.1285252,0.37538835,0.32899424,0.6169539,0.4829888,0.94979185,0.942321,0.45685655,0.3247098
MINAS-BR,40,0.33114696,0.16419253,0.12955466,0.3686302,0.32296348,0.6105087,0.47577718,0.9495536,0.93848383,0.4498769,0.31866416
MINAS-BR,41,0.3255107,0.16001754,0.13283648,0.36261794,0.3173963,0.6042233,0.47000164,0.949328,0.9382861,0.44313323,0.31352568
MINAS-BR,42,0.32054585,0.15647712,0.13852073,0.35718885,0.31255418,0.5980826,0.46404797,0.94911486,0.9379158,0.43660372,0.30828935
MINAS-BR,43,0.3156478,0.15304421,0.1409508,0.35191044,0.30778316,0.59211373,0.459126,0.9489296,0.93814933,0.43030918,0.30393523
MINAS-BR,44,0.31158498,0.15012205,0.14117168,0.34772763,0.30372816,0.5863403,0.45468977,0.9487555,0.93800354,0.42427242,0.30007416
MINAS-BR,45,0.30630752,0.1466031,0.14302741,0.34202662,0.29852885,0.5807121,0.44938704,0.948586,0.9377365,0.41843683,0.29549876
MINAS-BR,46,0.30182678,0.1431342,0.1450737,0.33697215,0.29424497,0.57521534,0.44427,0.9484404,0.9379718,0.4127803,0.29106688
MINAS-BR,47,0.2979695,0.14036418,0.14681335,0.33290875,0.29036292,0.5698675,0.43979308,0.9483015,0.9376839,0.40732023,0.2872626
MINAS-BR,48,0.29557592,0.13850725,0.1492759,0.3304112,0.2880356,0.5646996,0.4365668,0.94815874,0.9372198,0.40208596,0.2845586
MINAS-BR,49,0.29176152,0.1358518,0.15074465,0.3262976,0.28430068,0.55965185,0.43208614,0.94799453,0.9359175,0.39701572,0.2808802
MINAS-BR,50,0.2872294,0.13323833,0.15496972,0.32156417,0.279722,0.55468875,0.42663473,0.94784373,0.9359865,0.39206466,0.27628434
MINAS-BR,51,0.2829093,0.13067785,0.15967855,0.31707335,0.27533644,0.54980683,0.42129,0.94770616,0.9360603,0.3872274,0.27181178
UnkRM,1,0.005882353,0.005882353,0.005882353,0.005882353,0.005882353,0.005882353,0.005882353,0.005882353,0.005882353,0.005882353,0.005882353
UnkRM,2,0.0056338026,0.0056338026,0.0056338026,0.0056338026,0.0056338026,0.0056338026,0.0056338026,0.0056338026,0.0056338026,0.0056338026,0.0056338026
UnkRM,3,0.005357143,0.005357143,0.005357143,0.005357143,0.005357143,0.005357143,0.005357143,0.005357143,0.005357143,0.005357143,0.005357143
UnkRM,4,0.04786344,0.04786344,0.04786344,0.04786344,0.04786344,0.04786344,0.04786344,0.04786344,0.04786344,0.04786344,0.04786344
UnkRM,5,0.08385135,0.08385135,0.08385135,0.08385135,0.08385135,0.08385135,0.08385135,0.08385135,0.08385135,0.08385135,0.08385135
UnkRM,6,0.13006432,0.13006432,0.13006432,0.13006432,0.13006432,0.13006432,0.13006432,0.13006432,0.13006432,0.13006432,0.13006432
UnkRM,7,0.18683529,0.18683529,0.18683529,0.18683529,0.18683529,0.18683529,0.18683529,0.18683529,0.18683529,0.18683529,0.18683529
UnkRM,8,0.251881,0.251881,0.251881,0.251881,0.251881,0.251881,0.251881,0.251881,0.251881,0.251881,0.251881
UnkRM,9,0.30809775,0.30809775,0.30809775,0.30809775,0.30809775,0.30809775,0.30809775,0.30809775,0.30809775,0.30809775,0.30809775
UnkRM,10,0.3284393,0.3284393,0.3284393,0.3284393,0.3284393,0.3284393,0.3284393,0.3284393,0.3284393,0.3284393,0.3284393
UnkRM,11,0.3359902,0.3359902,0.3359902,0.3359902,0.3359902,0.3359902,0.3359902,0.3359902,0.3359902,0.3359902,0.3359902
UnkRM,12,0.3423003,0.3423003,0.3423003,0.3423003,0.3423003,0.3423003,0.3423003,0.3423003,0.3423003,0.3423003,0.3423003
UnkRM,13,0.35007286,0.35007286,0.35007286,0.35007286,0.35007286,0.35007286,0.35007286,0.35007286,0.35007286,0.35007286,0.35007286
UnkRM,14,0.35408655,0.35408655,0.35408655,0.35408655,0.35408655,0.35408655,0.35408655,0.35408655,0.35408655,0.35408655,0.35408655
UnkRM,15,0.35513633,0.35513633,0.35513633,0.35513633,0.35513633,0.35513633,0.35513633,0.35513633,0.35513633,0.35513633,0.35513633
UnkRM,16,0.35297936,0.35297936,0.35297936,0.35297936,0.35297936,0.35297936,0.35297936,0.35297936,0.35297936,0.35297936,0.35297936
UnkRM,17,0.35254645,0.35254645,0.35254645,0.35254645,0.35254645,0.35254645,0.35254645,0.35254645,0.35254645,0.35254645,0.35254645
UnkRM,18,0.35542098,0.35542098,0.35542098,0.35542098,0.35542098,0.35542098,0.35542098,0.35542098,0.35542098,0.35542098,0.35542098
UnkRM,19,0.357757,0.357757,0.357757,0.357757,0.357757,0.357757,0.357757,0.357757,0.357757,0.357757,0.357757
UnkRM,20,0.35471517,0.35471517,0.35471517,0.35471517,0.35471517,0.35471517,0.35471517,0.35471517,0.35471517,0.35471517,0.35471517
UnkRM,21,0.35787463,0.35787463,0.35787463,0.35787463,0.35787463,0.35787463,0.35787463,0.35787463,0.35787463,0.35787463,0.35787463
UnkRM,22,0.3548187,0.3548187,0.3548187,0.3548187,0.3548187,0.3548187,0.3548187,0.3548187,0.3548187,0.3548187,0.3548187
UnkRM,23,0.35326117,0.35326117,0.35326117,0.35326117,0.35326117,0.35326117,0.35326117,0.35326117,0.35326117,0.35326117,0.35326117
UnkRM,24,0.35159495,0.35159495,0.35159495,0.35159495,0.35159495,0.35159495,0.35159495,0.35159495,0.35159495,0.35159495,0.35159495
UnkRM,25,0.3508447,0.3508447,0.3508447,0.3508447,0.3508447,0.3508447,0.3508447,0.3508447,0.3508447,0.3508447,0.3508447
UnkRM,26,0.35242444,0.35242444,0.35242444,0.35242444,0.35242444,0.35242444,0.35242444,0.35242444,0.35242444,0.35242444,0.35242444
UnkRM,27,0.35372275,0.35372275,0.35372275,0.35372275,0.35372275,0.35372275,0.35372275,0.35372275,0.35372275,0.35372275,0.35372275
UnkRM,28,0.35334337,0.35334337,0.35334337,0.35334337,0.35334337,0.35334337,0.35334337,0.35334337,0.35334337,0.35334337,0.35334337
UnkRM,29,0.35515386,0.35515386,0.35515386,0.35515386,0.35515386,0.35515386,0.35515386,0.35515386,0.35515386,0.35515386,0.35515386
UnkRM,30,0.3556866,0.3556866,0.3556866,0.3556866,0.3556866,0.3556866,0.3556866,0.3556866,0.3556866,0.3556866,0.3556866
UnkRM,31,0.35841766,0.35841766,0.35841766,0.35841766,0.35841766,0.35841766,0.35841766,0.35841766,0.35841766,0.35841766,0.35841766
UnkRM,32,0.35978878,0.35978878,0.35978878,0.35978878,0.35978878,0.35978878,0.35978878,0.35978878,0.35978878,0.35978878,0.35978878
UnkRM,33,0.36016697,0.36016697,0.36016697,0.36016697,0.36016697,0.36016697,0.36016697,0.36016697,0.36016697,0.36016697,0.36016697
UnkRM,34,0.36148304,0.36148304,0.36148304,0.36148304,0.36148304,0.36148304,0.36148304,0.36148304,0.36148304,0.36148304,0.36148304
UnkRM,35,0.36559743,0.36559743,0.36559743,0.36559743,0.36559743,0.36559743,0.36559743,0.36559743,0.36559743,0.36559743,0.36559743
UnkRM,36,0.36990976,0.36990976,0.36990976,0.36990976,0.36990976,0.36990976,0.36990976,0.36990976,0.36990976,0.36990976,0.36990976
UnkRM,37,0.37356204,0.37356204,0.37356204,0.37356204,0.37356204,0.37356204,0.37356204,0.37356204,0.37356204,0.37356204,0.37356204
UnkRM,38,0.3777319,0.3777319,0.3777319,0.3777319,0.3777319,0.3777319,0.3777319,0.3777319,0.3777319,0.3777319,0.3777319
UnkRM,39,0.37841526,0.37841526,0.37841526,0.37841526,0.37841526,0.37841526,0.37841526,0.37841526,0.37841526,0.37841526,0.37841526
UnkRM,40,0.3767348,0.3767348,0.3767348,0.3767348,0.3767348,0.3767348,0.3767348,0.3767348,0.3767348,0.3767348,0.3767348
UnkRM,41,0.37606516,0.37606516,0.37606516,0.37606516,0.37606516,0.37606516,0.37606516,0.37606516,0.37606516,0.37606516,0.37606516
UnkRM,42,0.3760941,0.3760941,0.3760941,0.3760941,0.3760941,0.3760941,0.3760941,0.3760941,0.3760941,0.3760941,0.3760941
UnkRM,43,0.37608442,0.37608442,0.37608442,0.37608442,0.37608442,0.37608442,0.37608442,0.37608442,0.37608442,0.37608442,0.37608442
UnkRM,44,0.37574148,0.37574148,0.37574148,0.37574148,0.37574148,0.37574148,0.37574148,0.37574148,0.37574148,0.37574148,0.37574148
UnkRM,45,0.37665945,0.37665945,0.37665945,0.37665945,0.37665945,0.37665945,0.37665945,0.37665945,0.37665945,0.37665945,0.37665945
UnkRM,46,0.37548572,0.37548572,0.37548572,0.37548572,0.37548572,0.37548572,0.37548572,0.37548572,0.37548572,0.37548572,0.37548572
UnkRM,47,0.37464517,0.37464517,0.37464517,0.37464517,0.37464517,0.37464517,0.37464517,0.37464517,0.37464517,0.37464517,0.37464517
UnkRM,48,0.3743632,0.3743632,0.3743632,0.3743632,0.3743632,0.3743632,0.3743632,0.3743632,0.3743632,0.3743632,0.3743632
UnkRM,49,0.37535506,0.37535506,0.37535506,0.37535506,0.37535506,0.37535506,0.37535506,0.37535506,0.37535506,0.37535506,0.37535506
UnkRM,50,0.37959507,0.37959507,0.37959507,0.37959507,0.37959507,0.37959507,0.37959507,0.37959507,0.37959507,0.37959507,0.37959507
UnkRM,51,0.38368896,0.38368896,0.38368896,0.38368896,0.38368896,0.38368896,0.38368896,0.38368896,0.38368896,0.38368896,0.38368896
