timestamp,threshold,averOut,label
0,1.1010715632554598E-4,0.9869319969511196,0
0,1.1052954446222205E-4,0.990718021230828,0
0,1.1074480050140476E-4,0.9926474423483642,0
0,1.0992111282002395E-4,0.9852644187976907,0
0,1.1070891401281221E-4,0.9923257782074297,0
0,1.0991249839617848E-4,0.9851872044656518,0
0,1.101340186535211E-4,0.987172774134692,0
0,1.1022081004296418E-4,0.987950718113628,0
0,1.105064893633449E-4,0.9905113696785215,0
0,1.0975491981513323E-4,0.9837747681730651,0
0,1.1101322549719228E-4,0.9950534368900897,0
0,1.0949662117452218E-4,0.9814595399745063,0
0,1.1022318755438837E-4,0.9879720286458036,0
0,1.0990584714647666E-4,0.9851275868043707,0
0,1.1026593152317788E-4,0.9883551589697793,0
0,1.1004729272224526E-4,0.986395416882013,0
0,1.1036754479783678E-4,0.9892659570997332,0
0,1.111009146737404E-4,0.995839428073676,0
0,1.1009310027267388E-4,0.9868060072444259,0
0,1.1087352019195553E-4,0.9938012055140082,0
0,1.0948434519626016E-4,0.981349505748349,0
0,1.1075692025777562E-4,0.9927560762987525,0
0,1.1025929010842782E-4,0.9882956294628826,0
0,1.0899349312289634E-4,0.9769498133655918,0
0,1.106045596078156E-4,0.9913904102917472,0
0,1.1018153097571519E-4,0.9875986450098253,0
0,1.1033243223612012E-4,0.9889512299574698,0
0,1.1080885177768316E-4,0.9932215581108113,0
0,1.1085625299489231E-4,0.9936464331100332,0
0,1.1097931975460288E-4,0.9947495269231215,0
0,1.0986409355226624E-4,0.984753333581518,0
0,1.0940194164201792E-4,0.9806108915923016,0
0,1.1052931641110111E-4,0.9907159771225638,0
0,1.1053516280852011E-4,0.99076838058908,0
0,1.1030029295600423E-4,0.9886631534603204,0
0,1.0890618238056709E-4,0.9761672142307316,0
0,1.1039275808712684E-4,0.989491953327219,0
0,1.1023436430644444E-4,0.9880722100926255,0
0,1.1040066484040093E-4,0.9895628245408494,0
0,1.0978886751620751E-4,0.9840790542297686,0
0,1.112182354284705E-4,0.9968910182755631,0
0,1.0982481169615686E-4,0.9844012354801072,0
0,1.1060844892542293E-4,0.9914252717133031,0
0,1.1010530514781907E-4,0.9869154041465126,0
0,1.1025427881996788E-4,0.9882507113931394,0
0,1.107103364666195E-4,0.9923385281977433,0
0,1.1100109612130742E-4,0.9949447167163672,0
0,1.107514777671071E-4,0.9927072932008766,0
0,1.1066166456295686E-4,0.9919022635562774,0
0,1.1029047813468431E-4,0.9885751795126839,0
0,1.1068340876772744E-4,0.992097165069971,0
0,1.1021810100513338E-4,0.9879264359851507,0
0,1.1088985979240225E-4,0.9939476635194313,0
0,1.0993020113893622E-4,0.9853458808300631,0
0,1.0979928321459399E-4,0.9841724140653256,0
0,1.1023133244002991E-4,0.9880450343297156,0
0,1.1008400988016682E-4,0.986724526625641,0
0,1.1056851202323955E-4,0.9910673021867143,0
0,1.0998345196972854E-4,0.9858231881234945,0
0,1.1065390806338734E-4,0.9918327391233072,0
0,1.095256473217055E-4,0.9817197122862744,0
0,1.0863720056452802E-4,0.9737562286989458,0
0,1.1105634901887892E-4,0.995439969289927,0
0,1.1064440167958574E-4,0.9917475298175528,0
0,1.1079920207968012E-4,0.993135064225782,0
0,1.1056474252090061E-4,0.9910335147146278,0
0,1.1080579223071265E-4,0.9931941342366315,0
0,1.0966994309178352E-4,0.9830130897311851,0
0,1.1035394883019485E-4,0.9891440913105954,0
0,1.1048575055916159E-4,0.9903254799497331,0
0,1.1056886185847153E-4,0.9910704378919275,0
0,1.105893314138279E-4,0.9912539142418646,0
0,1.0998443288280062E-4,0.9858319804175594,0
0,1.1048516529874035E-4,0.9903202340396984,0
0,1.1097157267990846E-4,0.9946800869688638,0
