Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.5274995,0.3509472,0.07721719,0.56844604,0.51966965,0.7413547,0.63891554,0.9504476,0.9437604,0.6301642,0.5143957,NaN,0.31822,249
