Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRM,unk,removedUnk
1,0.5827608,0.0,0.0,0.48278686,0.7991804,0.6137566,0.6411214,0.5021645,0.53373027,0.78911567,0.8026144,0.0,0,0
2,0.58865947,0.0,0.0,0.48691458,0.80853975,0.6171529,0.64324456,0.5036075,0.5316511,0.79680365,0.8141305,0.0021052633,1,0
3,0.5978541,0.0,0.0054945056,0.5000915,0.8044872,0.6240071,0.65522295,0.51083815,0.54435223,0.8015873,0.8228079,0.0027777778,0,0
4,0.5585144,0.012711864,0.021186441,0.50190675,0.7252823,0.6141603,0.6233465,0.5121282,0.5441096,0.76696366,0.72959507,0.01869571,7,0
5,0.5228755,0.010791367,0.017985612,0.5055755,0.6531771,0.6024701,0.5988956,0.5148417,0.5494365,0.7260465,0.65814,0.06749522,19,0
6,0.52558184,0.015576324,0.015576324,0.51194185,0.6479746,0.5955121,0.6001932,0.5177589,0.5552958,0.70074475,0.6529894,0.13317698,18,0
7,0.48028353,0.013368984,0.018716577,0.4726827,0.58645236,0.58560675,0.57247007,0.5195219,0.5554538,0.67095447,0.5905619,0.1681064,8,1
8,0.4650416,0.018823529,0.028235294,0.46196085,0.55843097,0.5771108,0.5632179,0.5223368,0.5637148,0.6447182,0.5627217,0.19481926,10,0
9,0.43636644,0.018828452,0.033472802,0.43779644,0.51882803,0.5674627,0.54253405,0.52419686,0.56317586,0.6185131,0.52335185,0.21719596,8,0
10,0.41679615,0.016917294,0.04511278,0.42033216,0.49091443,0.5582768,0.52927315,0.5264716,0.56975526,0.5941719,0.49416202,0.2306628,7,8
11,0.39115733,0.017035775,0.06132879,0.39517328,0.4588299,0.54859847,0.51136065,0.52834094,0.5717498,0.5704713,0.46250963,0.24917829,6,0
12,0.374858,0.015673982,0.07366771,0.3812436,0.43625882,0.539421,0.49781165,0.53009516,0.57404506,0.5490809,0.43945223,0.26254702,10,0
13,0.36094058,0.017291067,0.08357349,0.36921242,0.4164262,0.53049576,0.4855803,0.5316663,0.57634526,0.52933043,0.41951376,0.276167,5,0
14,0.3478512,0.020053476,0.09090909,0.3566847,0.3992868,0.52174854,0.47385448,0.5330241,0.5777036,0.51094013,0.40165266,0.28490442,7,8
15,0.33631286,0.01992528,0.100871734,0.34616047,0.38376904,0.51335734,0.46365893,0.53432256,0.5793277,0.49397516,0.38649186,0.2964215,6,0
16,0.33269966,0.022067364,0.10220674,0.34353486,0.37669364,0.5059291,0.45988286,0.53578395,0.5835571,0.47922572,0.37946266,0.30362743,3,0
17,0.32032964,0.020674646,0.10554951,0.33137488,0.3614435,0.49877954,0.44983158,0.5371966,0.5847641,0.4654905,0.3654948,0.30077752,3,5
18,0.3102749,0.01940756,0.1154239,0.32039517,0.3498467,0.49196854,0.442405,0.5385726,0.58690417,0.45278767,0.35500157,0.29767507,1,0
19,0.29861978,0.018322082,0.13211186,0.30758622,0.3368691,0.48528308,0.43248647,0.5398615,0.5880302,0.44072688,0.34201726,0.2953559,3,0
20,0.29108956,0.018214935,0.14116576,0.29974222,0.32771698,0.47896236,0.4262812,0.5413113,0.59102404,0.42949283,0.33336002,0.29116195,0,1
21,0.28272286,0.017316017,0.15497835,0.29014462,0.31904754,0.47293416,0.41979784,0.54274106,0.59270865,0.41903788,0.32498887,0.28999794,4,0
22,0.27405033,0.016460905,0.16213992,0.2808508,0.30905342,0.46710098,0.41207793,0.54405373,0.5932219,0.40921962,0.31568235,0.28729373,1,0
23,0.2646363,0.015673982,0.17711599,0.27082065,0.2984587,0.46118733,0.40142688,0.5451496,0.592598,0.39963654,0.30351382,0.2859421,0,0
24,0.25678623,0.0149700595,0.18637724,0.26247543,0.28954586,0.45542908,0.3933826,0.5461631,0.59270716,0.3905475,0.294383,0.2842925,1,0
25,0.25002655,0.014316392,0.19541876,0.2549276,0.2823908,0.44986674,0.38631865,0.54716676,0.5934701,0.38194695,0.2863632,0.28222734,0,0
26,0.24272197,0.013717421,0.2085048,0.24707402,0.2744627,0.4444168,0.37979558,0.54810995,0.59434426,0.37371603,0.2790596,0.28163758,0,0
27,0.23527074,0.0131752305,0.2193676,0.23898812,0.26668862,0.4390738,0.3720324,0.5489477,0.59426695,0.36584798,0.270773,0.28050548,1,2
28,0.23020983,0.012674271,0.22623575,0.23358727,0.26109004,0.4339678,0.3672877,0.54980904,0.5958868,0.35844564,0.26545256,0.27913305,1,0
29,0.22367571,0.012202563,0.24344112,0.22661945,0.25401673,0.42889693,0.3604784,0.5506444,0.5965588,0.35123822,0.25827098,0.27841163,0,0
30,0.21832572,0.011764706,0.24941176,0.22079179,0.24823536,0.4240098,0.35477006,0.5514761,0.598238,0.34440517,0.25215095,0.27700433,0,2
31,0.21300876,0.011357184,0.25667235,0.21529213,0.24219204,0.41922536,0.34927583,0.55224705,0.59857947,0.33784696,0.24657802,0.27590054,0,0
32,0.20911942,0.010976949,0.26180023,0.21101141,0.23810844,0.4146268,0.34449407,0.5530535,0.5994579,0.33162308,0.24169528,0.27405846,0,0
33,0.20473859,0.010621349,0.2724376,0.2061318,0.23366983,0.41010487,0.33921888,0.55379933,0.5993585,0.32561696,0.23654933,0.27189398,0,1
34,0.20053305,0.010288066,0.2808642,0.20165274,0.22908111,0.40567058,0.33418927,0.5544814,0.5997975,0.31983405,0.2316207,0.27014548,0,0
35,0.19728306,0.00998004,0.28542915,0.19806868,0.22563227,0.40136355,0.33008194,0.55516034,0.6006197,0.31429425,0.22757506,0.2691817,1,0
36,0.19397596,0.009689922,0.29312015,0.19444269,0.22206092,0.39720038,0.32598862,0.55585533,0.601513,0.30900317,0.22357814,0.26820952,1,0
37,0.19116658,0.009416196,0.29519773,0.19138251,0.21900523,0.39320868,0.3225496,0.5565848,0.60308397,0.30398035,0.22014537,0.26790315,1,0
38,0.18759361,0.00915751,0.30173993,0.18746024,0.21527798,0.38929817,0.3181702,0.5572759,0.6033757,0.2991319,0.21604796,0.26873383,1,0
