timestamp,cardinality
1,3.0
200,3.8040201005025125
400,1.972972972972973
600,1.7771428571428571
800,1.6033519553072626
1000,1.733695652173913
1200,2.170103092783505
1400,2.3025641025641024
1600,2.414141414141414
1800,2.542713567839196
2000,2.495
2200,2.474747474747475
2400,2.494949494949495
2600,2.436548223350254
2800,2.3618090452261304
3000,2.2741116751269037
