Timestamp, NP, AssociatedClass, TimestampAssociation, windowAssociation 
301,NP1,,,
304,NP2,,,
381,NP3,,,
391,NP4,,,
397,NP5,,,
397,NP6,,,
407,NP7,,,
417,NP8,,,
433,NP9,,,
435,NP10,,,
435,NP11,,,
455,NP12,,,
493,NP13,,,
493,NP14,,,
518,NP15,,,
564,NP16,,,
596,NP17,,,
693,NP18,,,
717,NP19,,,
727,NP20,,,
788,NP21,,,
959,NP22,,,
979,NP23,,,
979,NP24,,,
992,NP25,,,
992,NP26,,,
1015,NP27,,,
1143,NP28,,,
1328,NP29,,,
