Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRM,unk,removedUnk
1,0.8746448,0.5964912,0.0,0.9839182,0.8201754,0.8784313,0.863986,0.973913,0.95384616,0.8,0.7895993,0.07083334,4,0
2,0.8655259,0.5625,0.0,0.9714286,0.82068443,0.8710526,0.8645557,0.9622093,0.9424242,0.7956731,0.7985731,0.10057324,6,0
3,0.86052775,0.5294118,0.0,0.95990205,0.8181371,0.8667966,0.8619485,0.95149785,0.93146497,0.7959427,0.80208766,0.124615096,3,0
4,0.79645914,0.4857143,0.0,0.9000795,0.7523808,0.8510984,0.8199475,0.9491833,0.9361547,0.77138644,0.7294047,0.18700884,21,0
5,0.73302454,0.43373495,0.0,0.83741647,0.6897589,0.82964224,0.78072244,0.9487013,0.93806,0.7371342,0.6685833,0.28031772,22,0
6,0.6627964,0.37209302,0.003322259,0.7523259,0.6273532,0.8056255,0.7426449,0.9481225,0.93797314,0.70036495,0.61464757,0.3125617,9,0
7,0.60756916,0.32022473,0.028089888,0.6908711,0.5772471,0.7823976,0.7112513,0.9486073,0.943275,0.6657489,0.5708384,0.3267129,6,2
8,0.55020845,0.28186274,0.04411765,0.62483686,0.52307993,0.75770473,0.6668692,0.94866,0.94085234,0.6307428,0.51646954,0.3414042,9,0
9,0.49726582,0.24625267,0.07494646,0.5633836,0.47537458,0.73282766,0.6269172,0.9489768,0.9425127,0.5968766,0.46965545,0.34235573,2,0
10,0.4486498,0.21863118,0.11026616,0.5087455,0.42934075,0.7073492,0.5841806,0.9491046,0.94137174,0.56375086,0.4234921,0.34109664,2,3
11,0.40871537,0.1969178,0.1369863,0.4636418,0.39098155,0.6823459,0.54739213,0.9492649,0.9415437,0.53258973,0.38586164,0.34560817,3,0
12,0.37982103,0.1799687,0.15805946,0.43077755,0.36437124,0.6589063,0.5180812,0.9493181,0.9398195,0.5045548,0.35760716,0.35069567,6,0
13,0.35115594,0.16452074,0.17167382,0.3978544,0.33702892,0.6366416,0.4880094,0.94941956,0.9401016,0.47887912,0.32953626,0.35403258,1,0
14,0.32472786,0.15171504,0.19261214,0.3676564,0.31189516,0.6151519,0.4614368,0.94937474,0.9387334,0.4549787,0.30590183,0.35578775,2,0
15,0.30266795,0.14093137,0.20710784,0.34242266,0.29095164,0.59476984,0.4375715,0.9492274,0.9367665,0.43305847,0.28545493,0.35901737,3,0
16,0.28361154,0.13127854,0.23173515,0.3204912,0.272926,0.575427,0.41650012,0.9491288,0.93679607,0.4128679,0.26777697,0.36349598,1,0
17,0.2658087,0.122732125,0.24653149,0.3004272,0.2557807,0.5571478,0.39723554,0.9490566,0.9369415,0.39431652,0.2520483,0.3674539,0,2
18,0.25071633,0.11557789,0.2562814,0.28324986,0.24137339,0.5401314,0.38065413,0.94899976,0.9369415,0.37749213,0.23884526,0.36838636,3,0
19,0.2367284,0.109004736,0.27582937,0.26737782,0.22796194,0.5238907,0.3632877,0.9489554,0.9369415,0.36182067,0.22532794,0.37072745,1,0
20,0.22378895,0.103046596,0.28673837,0.2527631,0.21550165,0.5083841,0.34747082,0.94891644,0.9369415,0.34719813,0.21328434,0.37203938,0,1
21,0.21309595,0.098122865,0.29863483,0.24068569,0.20520465,0.49369523,0.3335791,0.9488818,0.9369415,0.3336436,0.20291066,0.37713903,5,0
22,0.2027179,0.09334416,0.3068182,0.22896397,0.19521092,0.4797833,0.3208895,0.94885087,0.9369415,0.32106417,0.19359687,0.38273993,1,0
23,0.19386846,0.08907823,0.31758326,0.21884866,0.18680596,0.4665726,0.30876783,0.9488315,0.93697035,0.30934367,0.18483983,0.3850904,2,0
24,0.18560733,0.085185185,0.32444444,0.20946936,0.17888877,0.4540991,0.29783234,0.94881797,0.93697035,0.2984734,0.1770564,0.38732287,2,0
25,0.1775832,0.08150248,0.3366407,0.20041363,0.1711551,0.44218263,0.28715864,0.9488057,0.93697035,0.28826243,0.16956274,0.38984597,0,0
26,0.17022412,0.078125,0.34714675,0.19210844,0.16406238,0.43082735,0.2775327,0.94879454,0.93697035,0.27868646,0.16289064,0.3923322,0,0
27,0.16355738,0.07506528,0.3505222,0.18458462,0.15763697,0.42007658,0.26873183,0.9487843,0.93697035,0.2697558,0.15686044,0.39484566,1,2
28,0.15729435,0.072190836,0.3559322,0.1775164,0.15160064,0.40983883,0.2604704,0.94877493,0.93697035,0.2613712,0.1512597,0.39731252,0,0
29,0.15158494,0.069570474,0.36721113,0.17107297,0.1460979,0.39996824,0.252401,0.94876623,0.93697035,0.2533957,0.14584425,0.4009281,1,0
30,0.14619014,0.06709451,0.373979,0.16498461,0.14089839,0.3905527,0.24449214,0.94875824,0.93697035,0.24588521,0.1405886,0.40328383,0,1
31,0.14116614,0.06478873,0.37915492,0.15931472,0.13605624,0.38154906,0.23743713,0.9487508,0.93697035,0.23879044,0.1359432,0.40559727,0,0
