Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkR,unk
1,0.6030042,0.13333334,0.0,0.629365,0.6252645,0.6227848,0.42772055,0.615,0.42088744,0.63076925,0.4347791
2,0.6030189,0.123595506,0.0,0.6298287,0.62091136,0.6180258,0.413325,0.61433446,0.40955925,0.6217617,0.41716066
3,0.6122534,0.11278196,0.0,0.6368779,0.6369674,0.6219355,0.42436057,0.61742103,0.41824293,0.62651646,0.4306598
4,0.59921753,0.096045196,0.0,0.630347,0.61758137,0.61853,0.38052154,0.6159794,0.37826294,0.62110186,0.38280725
5,0.5893591,0.09049774,0.0,0.6172162,0.6105042,0.6138923,0.37333515,0.6110345,0.36825338,0.6167769,0.37855917
6,0.5897206,0.094339624,0.0,0.6153641,0.6099462,0.61189026,0.3888263,0.6083416,0.39234307,0.61548066,0.38537207
7,0.5952657,0.093851134,0.0,0.61932534,0.6156497,0.6119028,0.389222,0.60799557,0.3919967,0.6158605,0.38648626
8,0.5983981,0.09065156,0.0,0.6187918,0.6221976,0.6126883,0.39572,0.6081081,0.39862347,0.617338,0.39285856
9,0.59545517,0.08312342,0.0,0.6157856,0.61900574,0.6126137,0.38949752,0.6073725,0.39057407,0.617946,0.38842684
10,0.59199923,0.077097505,0.0,0.61284983,0.61692405,0.6119297,0.38704017,0.60610044,0.3872626,0.6178722,0.38681793
11,0.5936053,0.070103094,0.0,0.61412376,0.6193405,0.6117535,0.3890681,0.60546875,0.3892859,0.6181702,0.38885054
12,0.5906209,0.07183365,0.0,0.6067424,0.62230015,0.6111649,0.3841858,0.6037624,0.37955353,0.6187513,0.3889325
13,0.5961203,0.07329843,0.0,0.6096442,0.6298614,0.61152154,0.38807133,0.6030608,0.38223124,0.62022305,0.39409265
14,0.59814674,0.074554294,0.0,0.6092264,0.63517386,0.61202407,0.39026055,0.6024238,0.38319144,0.62193525,0.39759538
15,0.60025215,0.0741301,0.0,0.6100998,0.6391883,0.61262786,0.39047745,0.6021005,0.38354987,0.6235299,0.39765987
16,0.6006036,0.075177304,0.0,0.6098004,0.64038485,0.61314934,0.3907112,0.6018212,0.38338667,0.6249121,0.398321
17,0.6012362,0.07610147,0.0,0.6124734,0.64025974,0.61360186,0.3924603,0.6017983,0.38688877,0.6258778,0.3981946
18,0.6001294,0.074401006,0.0,0.6093431,0.6409562,0.6138855,0.3898673,0.60145813,0.3826918,0.6268373,0.39731708
19,0.59967244,0.07287933,0.0,0.60883194,0.6409438,0.61409646,0.38916737,0.60105324,0.38149315,0.6277184,0.3971567
20,0.59907746,0.07150965,0.0,0.60823965,0.64027745,0.61422837,0.3869233,0.60064137,0.37903532,0.6284443,0.3951466
21,0.5965546,0.07135135,0.0,0.6057577,0.63826376,0.61416644,0.38964024,0.6000353,0.38249096,0.62897927,0.39706185
22,0.5974003,0.0743034,0.0,0.6059902,0.6391923,0.61412793,0.39082825,0.5994805,0.38380256,0.62950903,0.39811596
23,0.5973514,0.07502468,0.0,0.6061743,0.63816917,0.61409867,0.40282714,0.59901494,0.40747327,0.6299616,0.3982858
24,0.5964158,0.07284768,0.0,0.6058901,0.63646317,0.61403704,0.39813274,0.59862965,0.39953485,0.63025856,0.3967404
25,0.59568214,0.07266121,0.0,0.6048414,0.6358342,0.6138989,0.3973284,0.5981728,0.3979133,0.6304742,0.39674523
26,0.59724766,0.07248908,0.0,0.6063794,0.6383728,0.6139029,0.4002293,0.5979068,0.4018089,0.6307784,0.39866215
27,0.5969346,0.07317073,0.0,0.60700834,0.63693875,0.61389023,0.39748716,0.5977215,0.39744776,0.63095796,0.39752656
28,0.5976276,0.0729927,0.0,0.6075094,0.639138,0.6139234,0.39589766,0.59758204,0.39434454,0.6311835,0.39746302
29,0.5978423,0.07439311,0.0,0.6081158,0.6389659,0.61398697,0.39585945,0.5975435,0.39417174,0.631361,0.3975617
30,0.5958987,0.07342922,0.0,0.60600334,0.63679117,0.6139229,0.39412412,0.59742314,0.39261824,0.6313599,0.39564162
31,0.59703904,0.072527476,0.0,0.60721403,0.637946,0.61394876,0.39543295,0.5973861,0.39389378,0.6314561,0.39698425
32,0.59951705,0.07239177,0.0,0.6104984,0.6394849,0.61409825,0.39630824,0.5975296,0.39496177,0.63161206,0.3976639
33,0.59839064,0.07364074,0.0,0.61006594,0.6383473,0.61416626,0.39470336,0.5976281,0.39314622,0.6316458,0.3962729
34,0.5973576,0.07348029,0.0,0.60991484,0.63626146,0.6141916,0.39315176,0.59773123,0.39149335,0.63158417,0.39482427
35,0.5960376,0.07332901,0.0,0.609233,0.6335713,0.61415684,0.39264542,0.5977976,0.3912681,0.63143665,0.39403248
36,0.5958104,0.07192429,0.0,0.6086718,0.63365716,0.61411375,0.39328977,0.59784645,0.39207798,0.63129115,0.3945091
37,0.59595436,0.0718232,0.0,0.60856026,0.6340748,0.6140827,0.3934939,0.59789187,0.39205045,0.63117486,0.39494798
38,0.59671104,0.07292289,0.0,0.6089841,0.63460046,0.6140776,0.3943413,0.59794515,0.39234167,0.63110477,0.39636132
39,0.5958305,0.07338381,0.0,0.6071732,0.63423795,0.6140366,0.3933903,0.5979087,0.39041886,0.63105875,0.39640737
40,0.5940669,0.07155026,0.0,0.60573786,0.6317425,0.6139353,0.39442888,0.59783125,0.39228988,0.63093096,0.39659134
41,0.59325355,0.07091413,0.0,0.6042249,0.631491,0.61381114,0.3940697,0.5977118,0.39182872,0.63080174,0.3963365
42,0.5916591,0.070308276,0.0,0.60204226,0.6309001,0.6136317,0.3943962,0.5975014,0.39181465,0.63065714,0.39701197
43,0.59256446,0.06973059,0.0,0.6027748,0.63211316,0.6135071,0.3955954,0.59734786,0.3936872,0.63056487,0.3975222
44,0.59319323,0.07176045,0.0,0.6029785,0.6333553,0.61341596,0.39541197,0.5972045,0.39273933,0.630532,0.3981213
45,0.5941548,0.07117617,0.0,0.6032827,0.63562,0.6133587,0.3968831,0.5970843,0.39418963,0.630545,0.39961365
46,0.5940484,0.07061728,0.0,0.60362065,0.6352553,0.61330175,0.39646986,0.59697586,0.3938133,0.6305456,0.39916247
47,0.59392726,0.070082165,0.0,0.60338366,0.63499004,0.6132467,0.39566427,0.59687006,0.39259535,0.63054734,0.39878154
48,0.59386486,0.06909607,0.0,0.60347205,0.63493466,0.6131878,0.3956773,0.59677464,0.39282718,0.63052917,0.39856902
