Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRM,unk,removedUnk
1,0.98033065,0.9,0.0,0.9702778,0.99583334,0.976431,0.97109807,0.9602649,0.9505146,0.9931507,0.99259263,0.005882353,1,0
2,0.97054297,0.8595041,0.0,0.953719,0.99793386,0.97098213,0.96218985,0.9477124,0.9305998,0.9954233,0.996,0.0057142857,0,0
3,0.9647916,0.8296703,0.0,0.94652027,0.9958791,0.96692395,0.9575832,0.93997854,0.92252743,0.9954597,0.9954084,0.005357143,0,0
4,0.9616139,0.8333333,0.0,0.9556252,0.98229164,0.96476066,0.9581607,0.94098574,0.9357998,0.9897681,0.9816165,0.013229149,3,0
5,0.952707,0.8181818,0.0,0.9596522,0.96408534,0.9611086,0.95174104,0.9433962,0.9418632,0.97949886,0.96182823,0.027768442,4,0
6,0.94475263,0.8028169,0.0,0.9596713,0.9518779,0.957221,0.94719344,0.94536215,0.94401294,0.9693811,0.9503954,0.043923497,3,0
7,0.9266722,0.779661,0.0,0.94737685,0.9289748,0.9519873,0.93747467,0.94703746,0.946706,0.9569892,0.9284216,0.051819533,3,1
8,0.90076375,0.72103006,0.0,0.9286837,0.8995348,0.9455275,0.9235583,0.9478827,0.9452588,0.94318396,0.90283173,0.06929657,8,0
9,0.8837794,0.68846154,0.0,0.9107689,0.88480747,0.93941265,0.91565275,0.94864994,0.9466292,0.9303536,0.8866393,0.08077619,7,0
10,0.864308,0.6504348,0.0,0.8940867,0.86376786,0.93303543,0.9033464,0.9490909,0.9449865,0.91751415,0.86522114,0.0873719,6,3
11,0.8525337,0.6216216,0.0,0.89231575,0.84817153,0.9267612,0.8942426,0.94939494,0.94516295,0.90518147,0.84852827,0.100199044,7,0
12,0.84388983,0.61086637,0.0,0.88830143,0.83795863,0.92090553,0.8880937,0.9496267,0.94529325,0.89387065,0.8374214,0.117069386,9,0
13,0.8253026,0.58322054,0.0013531799,0.86977905,0.8199819,0.91461825,0.87550193,0.9492236,0.94138944,0.8824473,0.8182341,0.13308856,3,0
14,0.80894846,0.5570891,0.0025094103,0.8551026,0.8028648,0.90833074,0.8667788,0.9487513,0.93994063,0.8712136,0.8041838,0.13941917,3,10
15,0.7966596,0.5411765,0.002352941,0.8445297,0.78986263,0.9023417,0.8599382,0.9484061,0.9404607,0.8605448,0.792117,0.15107796,8,0
16,0.791744,0.52207506,0.0022075055,0.8393308,0.7860373,0.8974075,0.859519,0.9484571,0.9433829,0.8515725,0.78934824,0.16247346,5,0
17,0.7835752,0.5067779,0.0020855058,0.83309054,0.77700716,0.89279497,0.8548673,0.948523,0.94374144,0.8432519,0.78129137,0.16790928,8,15
18,0.7735202,0.4915758,0.0029732408,0.82377005,0.7671621,0.88832283,0.84882826,0.94861424,0.94408524,0.83523726,0.77103215,0.18021925,11,0
19,0.7629952,0.4755179,0.0037664783,0.814125,0.75579107,0.883998,0.84288865,0.94877654,0.9447633,0.8274996,0.760846,0.19439138,8,0
20,0.7398141,0.4574754,0.0035810205,0.79164505,0.7323038,0.87911296,0.8299106,0.9487975,0.94309187,0.81896406,0.7409844,0.1963462,6,8
21,0.724188,0.4407502,0.0059676045,0.77537733,0.7166667,0.8739266,0.81985843,0.94878024,0.9428703,0.81002045,0.7252398,0.19583835,5,0
22,0.71053386,0.42379788,0.009779952,0.7600796,0.704496,0.8688564,0.8127359,0.94880605,0.94348973,0.80133337,0.713812,0.19706416,7,0
23,0.69864815,0.40685892,0.009353079,0.748533,0.69253045,0.8639364,0.8065498,0.94893175,0.945171,0.79291534,0.703389,0.1973751,5,3
24,0.6862375,0.39446107,0.011227545,0.7376132,0.67932874,0.85897404,0.7983828,0.9490335,0.9451577,0.7845257,0.69106615,0.20191911,8,0
25,0.67124313,0.37931034,0.012212643,0.7221873,0.6648586,0.8539663,0.7894954,0.9491313,0.94546527,0.7761458,0.67769814,0.20477793,5,0
